Item_ID,Aegis_Name,Display_Name,View_Sprite,Costume_Type,Status
31311,C_Maero_Thanatos_Mask,C Maero Thanatos Mask,666,Head_Low,Official
31316,C_C_FlutterButterfly_BL,C Black Fluttering Butterfly,1665,Head_Low,Official
31319,C_Summer_Fan_,C Summer Fan,1051,Head_Low,Official
31320,C_Pinwheel_Hat,C Pinwheel Hat,456,Head_Top,Official
31325,C_Queen_Scarabas_Helmet,C Queen Scarabas Helmet,1231,Head_Low,Official
31375,C_Morroc_Mark,C Morroc Mark,1813,Head_Mid,Official
31388,C_Garden_Of_Eden,Costume Garden of Eden,1653,Head_Top,Official
31391,C_Floating_Stone_Of_Int,C Floating Stone of Sage,1230,Head_Mid,Official
31398,C_Blinking_Thin_Eyes,C Blinking Thin Eyes,1693,Head_Mid,Official
31410,C_GodsHelm,Costume God's Helm,1678,Head_Top,Official
31416,C_SeraphimCoronet,Costume Seraphim Coronet,1487,Head_Mid,Official
31461,C_Male_Poring_Earmuff,Costume Marin Earrings,1160,Head_Mid,Official
31479,C_ManyStars_TW,Costume Group of Stars,1729,Head_Low,Official
31482,C_LunaticMuffler_TW,Costume Lunatic Shawl,1732,Head_Low,Official
31488,C_MVP,Costume MVP,1738,Head_Mid,Official
31490,C_Poring_Muffler,C Poring Muffler,1740,Head_Low,Official
31497,C_Flowery_Vision_TH,"""Costume: Flowery Vision""",1744,Head_Mid,Official
31530,C_Greater_Horn,C Greater Horn,1695,Head_Top,Official
31542,C_Clay_Poring_Jar,C Clay Poring Jar,1634,Head_Mid,Official
31551,C_Black_Glasses_Lower,C Black Glasses Lower,404,Head_Mid,Official
31577,C_Roast_Memory_Upper,C Roast Memory Upper,1576,Head_Top,Official
31583,C_Will_O_Wisp_Lower,C Will O Wisp Lower,880,Head_Low,Official
31586,C_Poporing_Muffler,C Poporing Muffler,1797,Head_Low,Official
31588,C_SnowFlake_Tiara,C Snow Flower,1799,Head_Top,Official
31602,C_Midgarts_Glory,C Rune-Midgarts Glory,1807,Head_Top,Official
31611,C_Dark_Stall,C Dark Stall,1810,Head_Low,Official
31614,C_Fox,C Fox,1812,Head_Mid,Official
31617,C_Lady_Tanee_TW,Costume Lady Tanee,1815,Head_Mid,Official
31618,C_DancingButterfly_TW,Costume Butterfly Charm,1816,Head_Mid,Official
31620,C_Snow_Fox_TW,Costume Magic Successor,1818,Head_Mid,Official
31645,C_Doctore_Hat,C Doctore Hat,1842,Head_Top,Official
31646,C_Doctore_Mask,C Doctore Mask,1843,Head_Mid,Official
31647,C_Carnivale_Hat,C Carnivale Hat,1844,Head_Top,Official
31648,C_Carnivale_Cape,C Carnivale Cape,1845,Head_Low,Official
31649,C_Stargazer_Hat,C Stargazer Hat,1846,Head_Top,Official
31650,C_Smug_Ears,C Smug Ears,1847,Head_Top,Official
31651,C_Black_Cupid,C Black Cupid,1848,Head_Low,Official
31652,C_Rodent_Squire,C Rodent Squire,1849,Head_Mid,Official
31653,C_Loyal_Muffler,C Loyal Muffler,1850,Head_Low,Official
31654,C_Valhalla_Guardian,C Valhalla Guardian,1851,Head_Top,Official
31655,C_Classic_Valkyrie,C Classic Valkyrie,1852,Head_Top,Official
31656,C_Master_Loki_S,C Master Loki S,1853,Head_Low,Official
31657,C_Thanatos_Doll,C Thanatos Doll,1854,Head_Top,Official
31658,C_Flaming_Majestic,C Flaming Majestic,1855,Head_Top,Official
31659,C_GvG_Hero,C GvG Hero,1856,Head_Top,Official
31660,C_Black_Valkyrie,C Black Valkyrie,1857,Head_Top,Official
31706,C_Tatenashi_Helm,C Tatenashi Helm,810,Head_Top,Official
31721,C_ResonateTaego,C Resonating Drums,1823,Head_Top,Official
31728,C_Nobility_Hat,Costume Ribbon Straw Hat,1181,Head_Top,Official
31737,C_Wings_Of_Lucifer,Costume Lucifer's Wings,55,Garment,Official
31766,C_Peony_Hair_Ornament,C Peony Hair Ornament,1907,Head_Mid,Official
31769,C_Vampire_Hat,C Vampire Hat,751,Head_Top,Official
31770,C_Vampire_Tie,C Vampire Tie,752,Head_Low,Official
31771,C_Witching_Hat,C Witching Hat,754,Head_Top,Official
31772,C_Halloween_Collar,C Halloween Collar,753,Head_Low,Official
31773,C_Mark_Mastery,C Mark Mastery,1594,Head_Top,Official
31774,C_Blind_Justice,C Blind Justice,1593,Head_Low,Official
31775,C_Invincible_Perf,C Invincible Perf,1595,Head_Mid,Official
31776,C_Mini_Pope,C Mini Pope,1015,Head_Mid,Official
31777,C_Partner_Tiger,C Partner Tiger,2058,Head_Mid,Official
31844,C_Mob_Mask,Costume Runaway Mask,1568,Head_Low,Official
31845,C_Palace_Guard_Cap,Costume Guard's Hat,991,Head_Top,Official
31846,C_Lovely_Ribbon_Hair,Costume Lovely Ribbon Hair,1944,Head_Low,Official
31848,C_Rose_Gothic_Bonnet,Costume Rose Gothic Bonnet,1946,Head_Top,Official
31849,C_Runaway_Accelerator,Costume Runaway Accelerator,1947,Head_Top,Official
31850,C_Gift_of_Panagia,Costume Crown of Faithful Faith,1948,Head_Top,Official
31851,C_Phalanx,Costume Floating Shield,1949,Head_Mid,Official
31853,C_ZombieMask,Costume Zombie Mask,1951,Head_Mid,Official
31856,C_Amazing_Prowler,C Amazing Prowler,1954,Head_Top,Official
31857,C_Vigilant_Shadowseer,C Vigilant Shadowseer,1955,Head_Top,Official
31858,C_Diving_Dracom,C Diving Dracom,1956,Head_Top,Official
31859,C_Missing_Illusionist,C Missing Illusionist,1957,Head_Top,Official
31860,C_Lost_Dark_Knight,C Lost Dark Knight,1958,Head_Top,Official
31861,C_Valiant_Judge,C Valiant Judge,1959,Head_Top,Official
31862,C_Surprise_Thief,C Surprise Thief,1960,Head_Mid,Official
31863,C_Playful_Jester,C Playful Jester,1961,Head_Top,Official
31864,C_Wandering_Lege,C Wandering Lege,1962,Head_Top,Official
31865,C_Death_Revenant,C Death Revenant,1963,Head_Mid,Official
31866,C_Silent_Night_R,C Silent Night R,1964,Head_Low,Official
31867,C_Rotten_Black_P,C Rotten Black P,1965,Head_Top,Official
31868,C_Brooding_Gravek,C Brooding Gravek,1966,Head_Top,Official
31869,C_Skilled_Satsujin,C Skilled Satsujin,1967,Head_Top,Official
31870,C_Genius_Arcane,C Genius Arcane,1968,Head_Top,Official
31871,C_Boom_Blast_Ju,C Boom Blast Ju,1969,Head_Top,Official
31886,C_Dark_Hero_H,C Dark Hero H,1952,Head_Top,Official
31905,C_Blanc_Neige_Prince,Costume Snow Ice Hair,1983,Head_Low,Official
31906,C_PGstone_Knit_Hat_PK,Costume Cat Paw Knitted Hat,1984,Head_Top,Official
31907,C_PGstone_Knit_Hat_BW,Costume Cat Paw Knitted Hat (Brown),1985,Head_Top,Official
31911,C_LittleGarden,Costume Little Garden,1830,Head_Mid,Official
31916,C_Frill_Collar,Costume Frill Neckcap,1988,Head_Low,Official
31922,C_Fluffy_Semi_Long_SV,Costume Fluffy Semi-Long (Silver),1993,Head_Low,Official
31923,C_Baby_Polar_Bear,Costume Baby Polar Bear,1994,Head_Mid,Official
31927,C_Blue_Pencil_In_Mouth,Costume Pencil in Mouth (Blue),932,Head_Low,Official
31930,C_Mike_Stand,Costume Standing Mic,2000,Head_Mid,Official
31931,C_Half_Rim_Glasses,Costume Half Rim Glasses,2001,Head_Mid,Official
31932,C_Suit_Sollar,Costume Suit Lapel,2002,Head_Low,Official
31933,C_Miyabi_Long_Hair_LPP,Costume Miyabi Doll Long Hair (Light Purple),2003,Head_Low,Official
31934,C_Blink_Eyes_Sakura,Costume Blinking Purple Eyes,2004,Head_Mid,Official
31936,C_Nut_Donut_In_Mouth,Costume Honeynut Donut,736,Head_Low,Official
31937,C_Unicorn_Ornament,Costume Unicorn Headdress,2006,Head_Top,Official
31938,C_L_Knitting_Low_Twin,Costume Loose Knitting Twin,2007,Head_Low,Official
31943,C_Frog_Hood,Costume Tree Frog Hood,2010,Head_Top,Official
31944,C_Elegant_Wave,Costume Elegant Wave,2011,Head_Low,Official
31946,C_Angry_Look,C Angry Look,1897,Head_Mid,Official
400055,C_ShineSantaPoringE,Costume Shiny Santa Poring Hat,961,Head_Top,Official
400074,C_Disapear_Time_TW,Costume Lost Time,1998,Head_Top,Official
400076,C_20th_Anniversary,Costume Gravity's 20th Anniversary Balloon,2005,Head_Low,Official
400115,C_Rag_Origin_Hat,Costume Angeling Bread Hat,2019,Head_Top,Official
400124,C_Magestic_Goat2,Costume Majestic Goat of Dawn,513,Head_Top,Official
400148,C_Dragon_Style,C Dragon Style,2115,Head_Low,Official
410005,C_Magic_Heir_TW,Costume Magic Heir,1996,Head_Mid,Official
410056,C_Chick_Doll,C Chick Doll,2086,Head_Mid,Official
410062,C_Carefree,C Carefree,2113,Head_Mid,Official
420010,C_Cons_Of_Darkness,Costume Dark Master,2020,Head_Low,Official
420025,C_OneEyedJack,Costume One Eyed Jack,2023,Head_Low,Official
420095,C_Costume1,C Costume1,2052,Head_Top,Official
420096,C_Costume2,C Costume2,2053,Head_Top,Official
420097,C_Costume3,C Costume3,2054,Head_Top,Official
420098,C_Costume4,C Costume4,2051,Head_Top,Official
420099,C_Costume5,C Costume5,2047,Head_Top,Official
420100,C_Costume6,C Costume6,2049,Head_Top,Official
420101,C_Costume7,C Costume7,2048,Head_Top,Official
420102,C_Costume8,C Costume8,2050,Head_Top,Official
440002,C_Happy_Cat_TW,Costume Happy Cat,1980,Head_Low,Official
440003,C_Pretty_Rabbit_Hood_E,Costume Novice Rabbit Hood,1085,Head_Low,Official
440006,C_Black_Cat_Hood_kr,Costume Black Cat Hood,1481,Head_Low,Official
